metric_name,pos_threshold,neg_threshold,num_pos_classifiers_passing,num_neg_classifiers_passing,avg_positive_classifications,avg_negative_classifications,Accuracy,Precision,Recall,AUC-ROC,F1-score,True Positive,True Negative,False Positive,False Negative,True Negative Rate (Specificity),Negative Predictive Value,False Positive Rate,False Discovery Rate
lift,1.168711656441718,1.100407747196738,398331,472540,1045.4881889763778,1240.262467191601,0.9212598425196851,0.965034965034965,0.8466257668711656,0.9813136714132944,0.9019607843137255,138,213,5,25,0.9770642201834863,0.8949579831932774,0.022935779816513763,0.03496503496503497
lift,1.168711656441718,1.172329822176917,398331,449189,1045.4881889763778,1178.97375328084,0.937007874015748,0.9371069182389937,0.9141104294478528,0.9812573872910452,0.9254658385093167,149,208,10,14,0.9541284403669725,0.9369369369369369,0.045871559633027525,0.06289308176100629
lift,1.168711656441718,1.244251897157096,398331,432708,1045.4881889763778,1135.716535433071,0.9343832020997376,0.9259259259259259,0.9202453987730062,0.981398097596668,0.9230769230769231,150,206,12,13,0.944954128440367,0.9406392694063926,0.05504587155963303,0.07407407407407407
lift,1.168711656441718,1.3161739721372747,398331,408609,1045.4881889763778,1072.4645669291338,0.9212598425196851,0.884393063583815,0.9386503067484663,0.9813980975966681,0.9107142857142857,153,198,20,10,0.908256880733945,0.9519230769230769,0.09174311926605505,0.11560693641618497
lift,1.168711656441718,1.3880960471174537,398331,389942,1045.4881889763778,1023.4698162729659,0.916010498687664,0.8659217877094972,0.950920245398773,0.9815528789328531,0.9064327485380117,155,194,24,8,0.8899082568807339,0.9603960396039604,0.11009174311926606,0.1340782122905028
lift,1.168711656441718,1.4600181220976327,398331,363417,1045.4881889763778,953.8503937007874,0.89501312335958,0.8186528497409327,0.9693251533742331,0.9818202285135363,0.8876404494382022,158,183,35,5,0.8394495412844036,0.973404255319149,0.16055045871559634,0.18134715025906736
lift,1.168711656441718,1.5319401970778115,398331,337567,1045.4881889763778,886.002624671916,0.8766404199475065,0.7815533980582524,0.9877300613496932,0.9816232340856644,0.8726287262872628,161,173,45,2,0.7935779816513762,0.9885714285714285,0.20642201834862386,0.21844660194174756
lift,1.168711656441718,1.6038622720579905,398331,307612,1045.4881889763778,807.3805774278215,0.863517060367454,0.7605633802816901,0.9938650306748467,0.9819327967580346,0.8617021276595744,162,167,51,1,0.7660550458715596,0.9940476190476191,0.23394495412844038,0.23943661971830985
lift,1.168711656441718,1.6757843470381695,398331,270170,1045.4881889763778,709.1076115485564,0.8372703412073491,0.726457399103139,0.9938650306748467,0.980187988968312,0.8393782383419689,162,157,61,1,0.7201834862385321,0.9936708860759493,0.2798165137614679,0.273542600896861
lift,1.168711656441718,1.7477064220183485,398331,228460,1045.4881889763778,599.6325459317585,0.7926509186351706,0.6735537190082644,1.0,0.9787105307592727,0.8049382716049382,163,139,79,0,0.6376146788990825,1.0,0.3623853211009174,0.32644628099173556
lift,1.2985685071574644,1.100407747196738,370320,472540,971.9685039370079,1240.262467191601,0.9133858267716536,0.9642857142857143,0.8282208588957055,0.9817076602690381,0.8910891089108911,135,213,5,28,0.9770642201834863,0.8838174273858921,0.022935779816513763,0.03571428571428571
lift,1.2985685071574644,1.172329822176917,370320,449189,971.9685039370079,1178.97375328084,0.9291338582677166,0.9358974358974359,0.8957055214723927,0.9816232340856644,0.9153605015673981,146,208,10,17,0.9541284403669725,0.9244444444444444,0.045871559633027525,0.0641025641025641
lift,1.2985685071574644,1.244251897157096,370320,432708,971.9685039370079,1135.716535433071,0.9291338582677166,0.925,0.9079754601226994,0.9819327967580345,0.9164086687306502,148,206,12,15,0.944954128440367,0.9321266968325792,0.05504587155963303,0.075
lift,1.2985685071574644,1.3161739721372747,370320,408609,971.9685039370079,1072.4645669291338,0.926509186351706,0.8994082840236687,0.9325153374233128,0.9820172229414083,0.9156626506024096,152,201,17,11,0.9220183486238532,0.9481132075471698,0.0779816513761468,0.10059171597633136
lift,1.2985685071574644,1.3880960471174537,370320,389942,971.9685039370079,1023.4698162729659,0.916010498687664,0.8700564971751412,0.9447852760736196,0.9819609388191592,0.9058823529411765,154,195,23,9,0.8944954128440367,0.9558823529411765,0.10550458715596331,0.12994350282485875
lift,1.2985685071574644,1.4600181220976327,370320,363417,971.9685039370079,953.8503937007874,0.916010498687664,0.8579234972677595,0.9631901840490797,0.9818765126357853,0.9075144508670521,157,192,26,6,0.8807339449541285,0.9696969696969697,0.11926605504587157,0.14207650273224043
lift,1.2985685071574644,1.5319401970778115,370320,337567,971.9685039370079,886.002624671916,0.905511811023622,0.8324607329842932,0.9754601226993865,0.9817639443912873,0.8983050847457628,159,186,32,4,0.8532110091743119,0.9789473684210527,0.14678899082568808,0.16753926701570682
lift,1.2985685071574644,1.6038622720579905,370320,307612,971.9685039370079,807.3805774278215,0.8818897637795275,0.7892156862745098,0.9877300613496932,0.9819890808802836,0.8773841961852861,161,175,43,2,0.8027522935779816,0.9887005649717514,0.19724770642201836,0.2107843137254902
lift,1.2985685071574644,1.6757843470381695,370320,270170,971.9685039370079,709.1076115485564,0.8582677165354331,0.755868544600939,0.9877300613496932,0.9801035627849384,0.8563829787234043,161,166,52,2,0.7614678899082569,0.9880952380952381,0.23853211009174313,0.24413145539906103
lift,1.2985685071574644,1.7477064220183485,370320,228460,971.9685039370079,599.6325459317585,0.8320209973753281,0.72,0.9938650306748467,0.9788653120954578,0.8350515463917526,162,155,63,1,0.7110091743119266,0.9935897435897436,0.2889908256880734,0.28
lift,1.428425357873211,1.100407747196738,351549,472540,922.7007874015748,1240.262467191601,0.916010498687664,0.9712230215827338,0.8282208588957055,0.9816795182079135,0.8940397350993378,135,214,4,28,0.981651376146789,0.8842975206611571,0.01834862385321101,0.02877697841726619
lift,1.428425357873211,1.172329822176917,351549,449189,922.7007874015748,1178.97375328084,0.9212598425196851,0.9463087248322147,0.8650306748466258,0.9816232340856645,0.9038461538461539,141,210,8,22,0.963302752293578,0.9051724137931034,0.03669724770642202,0.053691275167785234
lift,1.428425357873211,1.244251897157096,351549,432708,922.7007874015748,1135.716535433071,0.9343832020997376,0.9367088607594937,0.9079754601226994,0.9818202285135365,0.9221183800623053,148,208,10,15,0.9541284403669725,0.9327354260089686,0.045871559633027525,0.06329113924050633
lift,1.428425357873211,1.3161739721372747,351549,408609,922.7007874015748,1072.4645669291338,0.931758530183727,0.9151515151515152,0.9263803680981595,0.9818765126357853,0.9207317073170732,151,204,14,12,0.9357798165137615,0.9444444444444444,0.06422018348623854,0.08484848484848485
lift,1.428425357873211,1.3880960471174537,351549,389942,922.7007874015748,1023.4698162729659,0.9212598425196851,0.8888888888888888,0.9325153374233128,0.9815669499634152,0.9101796407185628,152,199,19,11,0.9128440366972477,0.9476190476190476,0.0871559633027523,0.1111111111111111
lift,1.428425357873211,1.4600181220976327,351549,363417,922.7007874015748,953.8503937007874,0.916010498687664,0.8579234972677595,0.9631901840490797,0.9816232340856644,0.9075144508670521,157,192,26,6,0.8807339449541285,0.9696969696969697,0.11926605504587157,0.14207650273224043
lift,1.428425357873211,1.5319401970778115,351549,337567,922.7007874015748,886.002624671916,0.905511811023622,0.839572192513369,0.9631901840490797,0.9814825237800416,0.8971428571428571,157,188,30,6,0.8623853211009175,0.9690721649484536,0.13761467889908258,0.16042780748663102
lift,1.428425357873211,1.6038622720579905,351549,307612,922.7007874015748,807.3805774278215,0.89501312335958,0.8090452261306532,0.9877300613496932,0.9820453650025327,0.8895027624309392,161,180,38,2,0.8256880733944955,0.989010989010989,0.1743119266055046,0.19095477386934673
lift,1.428425357873211,1.6757843470381695,351549,270170,922.7007874015748,709.1076115485564,0.8740157480314961,0.7777777777777778,0.9877300613496932,0.9800754207238138,0.8702702702702703,161,172,46,2,0.7889908256880734,0.9885057471264368,0.21100917431192662,0.2222222222222222
lift,1.428425357873211,1.7477064220183485,351549,228460,922.7007874015748,599.6325459317585,0.84251968503937,0.7351598173515982,0.9877300613496932,0.9788090279732088,0.8429319371727748,161,160,58,2,0.7339449541284404,0.9876543209876543,0.26605504587155965,0.2648401826484018
lift,1.5582822085889572,1.100407747196738,328360,472540,861.8372703412074,1240.262467191601,0.9081364829396326,0.9705882352941176,0.8098159509202454,0.9819327967580346,0.882943143812709,132,214,4,31,0.981651376146789,0.8734693877551021,0.01834862385321101,0.029411764705882353
lift,1.5582822085889572,1.172329822176917,328360,449189,861.8372703412074,1178.97375328084,0.9186351706036745,0.9583333333333334,0.8466257668711656,0.981848370574661,0.8990228013029316,138,212,6,25,0.9724770642201835,0.8945147679324894,0.027522935779816515,0.041666666666666664
lift,1.5582822085889572,1.244251897157096,328360,432708,861.8372703412074,1135.716535433071,0.926509186351706,0.9354838709677419,0.8895705521472392,0.9819890808802837,0.9119496855345912,145,208,10,18,0.9541284403669725,0.9203539823008849,0.045871559633027525,0.06451612903225806
lift,1.5582822085889572,1.3161739721372747,328360,408609,861.8372703412074,1072.4645669291338,0.9291338582677166,0.925,0.9079754601226994,0.9818765126357853,0.9164086687306502,148,206,12,15,0.944954128440367,0.9321266968325792,0.05504587155963303,0.075
lift,1.5582822085889572,1.3880960471174537,328360,389942,861.8372703412074,1023.4698162729659,0.926509186351706,0.9090909090909091,0.9202453987730062,0.9818483705746609,0.9146341463414634,150,203,15,13,0.9311926605504587,0.9398148148148148,0.06880733944954129,0.09090909090909091
lift,1.5582822085889572,1.4600181220976327,328360,363417,861.8372703412074,953.8503937007874,0.916010498687664,0.8700564971751412,0.9447852760736196,0.9818202285135363,0.9058823529411765,154,195,23,9,0.8944954128440367,0.9558823529411765,0.10550458715596331,0.12994350282485875
lift,1.5582822085889572,1.5319401970778115,328360,337567,861.8372703412074,886.002624671916,0.910761154855643,0.8486486486486486,0.9631901840490797,0.9815950920245399,0.9022988505747126,157,190,28,6,0.8715596330275229,0.9693877551020408,0.12844036697247707,0.15135135135135136
lift,1.5582822085889572,1.6038622720579905,328360,307612,861.8372703412074,807.3805774278215,0.905511811023622,0.8324607329842932,0.9754601226993865,0.9820453650025329,0.8983050847457628,159,186,32,4,0.8532110091743119,0.9789473684210527,0.14678899082568808,0.16753926701570682
lift,1.5582822085889572,1.6757843470381695,328360,270170,861.8372703412074,709.1076115485564,0.884514435695538,0.7931034482758621,0.9877300613496932,0.9799065683570665,0.8797814207650273,161,176,42,2,0.8073394495412844,0.9887640449438202,0.1926605504587156,0.20689655172413793
lift,1.5582822085889572,1.7477064220183485,328360,228460,861.8372703412074,599.6325459317585,0.8608923884514436,0.7594339622641509,0.9877300613496932,0.9789497382788316,0.8586666666666667,161,167,51,2,0.7660550458715596,0.9881656804733728,0.23394495412844038,0.24056603773584906
lift,1.6881390593047036,1.100407747196738,312934,472540,821.3490813648294,1240.262467191601,0.9028871391076115,0.9701492537313433,0.7975460122699386,0.9817358023301626,0.8754208754208754,130,214,4,33,0.981651376146789,0.8663967611336032,0.01834862385321101,0.029850746268656716
lift,1.6881390593047036,1.172329822176917,312934,449189,821.3490813648294,1178.97375328084,0.9212598425196851,0.965034965034965,0.8466257668711656,0.9816513761467889,0.9019607843137255,138,213,5,25,0.9770642201834863,0.8949579831932774,0.022935779816513763,0.03496503496503497
lift,1.6881390593047036,1.244251897157096,312934,432708,821.3490813648294,1135.716535433071,0.9291338582677166,0.9473684210526315,0.8834355828220859,0.9818202285135365,0.9142857142857143,144,210,8,19,0.963302752293578,0.9170305676855895,0.03669724770642202,0.05263157894736842
lift,1.6881390593047036,1.3161739721372747,312934,408609,821.3490813648294,1072.4645669291338,0.9291338582677166,0.925,0.9079754601226994,0.981707660269038,0.9164086687306502,148,206,12,15,0.944954128440367,0.9321266968325792,0.05504587155963303,0.075
lift,1.6881390593047036,1.3880960471174537,312934,389942,821.3490813648294,1023.4698162729659,0.926509186351706,0.9090909090909091,0.9202453987730062,0.9817639443912873,0.9146341463414634,150,203,15,13,0.9311926605504587,0.9398148148148148,0.06880733944954129,0.09090909090909091
lift,1.6881390593047036,1.4600181220976327,312934,363417,821.3490813648294,953.8503937007874,0.9212598425196851,0.88,0.9447852760736196,0.9819609388191591,0.9112426035502958,154,197,21,9,0.9036697247706422,0.9563106796116505,0.0963302752293578,0.12
lift,1.6881390593047036,1.5319401970778115,312934,337567,821.3490813648294,886.002624671916,0.9186351706036745,0.8626373626373627,0.9631901840490797,0.9816232340856644,0.9101449275362319,157,193,25,6,0.8853211009174312,0.9698492462311558,0.11467889908256881,0.13736263736263737
lift,1.6881390593047036,1.6038622720579905,312934,307612,821.3490813648294,807.3805774278215,0.9081364829396326,0.8368421052631579,0.9754601226993865,0.9820172229414081,0.9008498583569405,159,187,31,4,0.8577981651376146,0.9790575916230366,0.14220183486238533,0.1631578947368421
lift,1.6881390593047036,1.6757843470381695,312934,270170,821.3490813648294,709.1076115485564,0.89501312335958,0.8090452261306532,0.9877300613496932,0.979934710418191,0.8895027624309392,161,180,38,2,0.8256880733944955,0.989010989010989,0.1743119266055046,0.19095477386934673
lift,1.6881390593047036,1.7477064220183485,312934,228460,821.3490813648294,599.6325459317585,0.8713910761154856,0.7740384615384616,0.9877300613496932,0.9789497382788316,0.8679245283018868,161,171,47,2,0.7844036697247706,0.9884393063583815,0.21559633027522937,0.22596153846153846
lift,1.8179959100204501,1.100407747196738,292676,472540,768.1784776902887,1240.262467191601,0.89501312335958,0.9767441860465116,0.7730061349693251,0.981651376146789,0.863013698630137,126,215,3,37,0.9862385321100917,0.8531746031746031,0.013761467889908258,0.023255813953488372
lift,1.8179959100204501,1.172329822176917,292676,449189,768.1784776902887,1178.97375328084,0.9186351706036745,0.9647887323943662,0.8404907975460123,0.9814262396577925,0.898360655737705,137,213,5,26,0.9770642201834863,0.891213389121339,0.022935779816513763,0.035211267605633804
lift,1.8179959100204501,1.244251897157096,292676,432708,768.1784776902887,1135.716535433071,0.9238845144356955,0.958904109589041,0.8588957055214724,0.9815950920245399,0.9061488673139159,140,212,6,23,0.9724770642201835,0.902127659574468,0.027522935779816515,0.0410958904109589
lift,1.8179959100204501,1.3161739721372747,292676,408609,768.1784776902887,1072.4645669291338,0.926509186351706,0.9245283018867925,0.901840490797546,0.9817639443912872,0.9130434782608695,147,206,12,16,0.944954128440367,0.9279279279279279,0.05504587155963303,0.07547169811320754
lift,1.8179959100204501,1.3880960471174537,292676,389942,768.1784776902887,1023.4698162729659,0.9291338582677166,0.925,0.9079754601226994,0.9815106658411662,0.9164086687306502,148,206,12,15,0.944954128440367,0.9321266968325792,0.05504587155963303,0.075
lift,1.8179959100204501,1.4600181220976327,292676,363417,768.1784776902887,953.8503937007874,0.9212598425196851,0.893491124260355,0.9263803680981595,0.9815106658411662,0.9096385542168675,151,200,18,12,0.9174311926605505,0.9433962264150944,0.08256880733944955,0.10650887573964497
lift,1.8179959100204501,1.5319401970778115,292676,337567,768.1784776902887,886.002624671916,0.9186351706036745,0.8707865168539326,0.950920245398773,0.9814262396577925,0.9090909090909091,155,195,23,8,0.8944954128440367,0.9605911330049262,0.10550458715596331,0.12921348314606743
lift,1.8179959100204501,1.6038622720579905,292676,307612,768.1784776902887,807.3805774278215,0.910761154855643,0.8524590163934426,0.9570552147239264,0.9818765126357856,0.9017341040462428,156,191,27,7,0.8761467889908257,0.9646464646464646,0.12385321100917432,0.14754098360655737
lift,1.8179959100204501,1.6757843470381695,292676,270170,768.1784776902887,709.1076115485564,0.9028871391076115,0.828125,0.9754601226993865,0.979934710418191,0.895774647887324,159,185,33,4,0.8486238532110092,0.9788359788359788,0.15137614678899083,0.171875
lift,1.8179959100204501,1.7477064220183485,292676,228460,768.1784776902887,599.6325459317585,0.889763779527559,0.8009950248756219,0.9877300613496932,0.9790904485844544,0.8846153846153846,161,178,40,2,0.8165137614678899,0.9888888888888889,0.1834862385321101,0.19900497512437812
lift,1.9478527607361964,1.100407747196738,274704,472540,721.007874015748,1240.262467191601,0.8923884514435696,0.9765625,0.7668711656441718,0.9811448190465469,0.8591065292096219,125,215,3,38,0.9862385321100917,0.849802371541502,0.013761467889908258,0.0234375
lift,1.9478527607361964,1.172329822176917,274704,449189,721.007874015748,1178.97375328084,0.9186351706036745,0.9714285714285714,0.8343558282208589,0.9812855293521697,0.8976897689768977,136,214,4,27,0.981651376146789,0.8879668049792531,0.01834862385321101,0.02857142857142857
lift,1.9478527607361964,1.244251897157096,274704,432708,721.007874015748,1135.716535433071,0.9212598425196851,0.965034965034965,0.8466257668711656,0.9812573872910452,0.9019607843137255,138,213,5,25,0.9770642201834863,0.8949579831932774,0.022935779816513763,0.03496503496503497
lift,1.9478527607361964,1.3161739721372747,274704,408609,721.007874015748,1072.4645669291338,0.9238845144356955,0.9240506329113924,0.8957055214723927,0.9813699555355435,0.9096573208722741,146,206,12,17,0.944954128440367,0.9237668161434978,0.05504587155963303,0.0759493670886076
lift,1.9478527607361964,1.3880960471174537,274704,389942,721.007874015748,1023.4698162729659,0.9238845144356955,0.9240506329113924,0.8957055214723927,0.9811729611076716,0.9096573208722741,146,206,12,17,0.944954128440367,0.9237668161434978,0.05504587155963303,0.0759493670886076
lift,1.9478527607361964,1.4600181220976327,274704,363417,721.007874015748,953.8503937007874,0.9212598425196851,0.9030303030303031,0.9141104294478528,0.9810603928631734,0.9085365853658537,149,202,16,14,0.926605504587156,0.9351851851851852,0.07339449541284404,0.09696969696969697
lift,1.9478527607361964,1.5319401970778115,274704,337567,721.007874015748,886.002624671916,0.9133858267716536,0.877906976744186,0.9263803680981595,0.9811729611076715,0.9014925373134328,151,197,21,12,0.9036697247706422,0.9425837320574163,0.0963302752293578,0.12209302325581395
lift,1.9478527607361964,1.6038622720579905,274704,307612,721.007874015748,807.3805774278215,0.9133858267716536,0.8571428571428571,0.9570552147239264,0.9815669499634153,0.9043478260869565,156,192,26,7,0.8807339449541285,0.964824120603015,0.11926605504587157,0.14285714285714285
lift,1.9478527607361964,1.6757843470381695,274704,270170,721.007874015748,709.1076115485564,0.910761154855643,0.8449197860962567,0.9693251533742331,0.9798784262959419,0.9028571428571428,158,189,29,5,0.8669724770642202,0.9742268041237113,0.13302752293577982,0.15508021390374332
lift,1.9478527607361964,1.7477064220183485,274704,228460,721.007874015748,599.6325459317585,0.8976377952755905,0.8131313131313131,0.9877300613496932,0.9789497382788315,0.8919667590027701,161,181,37,2,0.8302752293577982,0.9890710382513661,0.16972477064220184,0.18686868686868688
lift,2.077709611451943,1.100407747196738,251428,472540,659.9160104986877,1240.262467191601,0.8871391076115486,0.9761904761904762,0.754601226993865,0.9801598469071875,0.8512110726643599,123,215,3,40,0.9862385321100917,0.8431372549019608,0.013761467889908258,0.023809523809523808
lift,2.077709611451943,1.172329822176917,251428,449189,659.9160104986877,1178.97375328084,0.9081364829396326,0.9705882352941176,0.8098159509202454,0.980384983396184,0.882943143812709,132,214,4,31,0.981651376146789,0.8734693877551021,0.01834862385321101,0.029411764705882353
lift,2.077709611451943,1.244251897157096,251428,432708,659.9160104986877,1135.716535433071,0.9133858267716536,0.9642857142857143,0.8282208588957055,0.9804694095795575,0.8910891089108911,135,213,5,28,0.9770642201834863,0.8838174273858921,0.022935779816513763,0.03571428571428571
lift,2.077709611451943,1.3161739721372747,251428,408609,659.9160104986877,1072.4645669291338,0.9238845144356955,0.9527027027027027,0.8650306748466258,0.9807226881296787,0.9067524115755627,141,211,7,22,0.9678899082568807,0.9055793991416309,0.03211009174311927,0.0472972972972973
lift,2.077709611451943,1.3880960471174537,251428,389942,659.9160104986877,1023.4698162729659,0.9291338582677166,0.9358974358974359,0.8957055214723927,0.9806101198851803,0.9153605015673981,146,208,10,17,0.9541284403669725,0.9244444444444444,0.045871559633027525,0.0641025641025641
lift,2.077709611451943,1.4600181220976327,251428,363417,659.9160104986877,953.8503937007874,0.9212598425196851,0.9182389937106918,0.8957055214723927,0.9805256937018068,0.906832298136646,146,205,13,17,0.9403669724770642,0.9234234234234234,0.05963302752293578,0.08176100628930817
lift,2.077709611451943,1.5319401970778115,251428,337567,659.9160104986877,886.002624671916,0.9212598425196851,0.9030303030303031,0.9141104294478528,0.9805819778240558,0.9085365853658537,149,202,16,14,0.926605504587156,0.9351851851851852,0.07339449541284404,0.09696969696969697
lift,2.077709611451943,1.6038622720579905,251428,307612,659.9160104986877,807.3805774278215,0.910761154855643,0.8685714285714285,0.9325153374233128,0.9811166769854224,0.8994082840236687,152,195,23,11,0.8944954128440367,0.9466019417475728,0.10550458715596331,0.13142857142857142
lift,2.077709611451943,1.6757843470381695,251428,270170,659.9160104986877,709.1076115485564,0.9133858267716536,0.8611111111111112,0.950920245398773,0.9797095739291946,0.9037900874635568,155,193,25,8,0.8853211009174312,0.9601990049751243,0.11467889908256881,0.1388888888888889
lift,2.077709611451943,1.7477064220183485,251428,228460,659.9160104986877,599.6325459317585,0.9081364829396326,0.8440860215053764,0.9631901840490797,0.9791748747678279,0.8997134670487106,157,189,29,6,0.8669724770642202,0.9692307692307692,0.13302752293577982,0.15591397849462366
lift,2.2075664621676894,1.100407747196738,222710,472540,584.5406824146982,1240.262467191601,0.8661417322834646,0.9827586206896551,0.6993865030674846,0.9792874430123262,0.8172043010752689,114,216,2,49,0.9908256880733946,0.8150943396226416,0.009174311926605505,0.017241379310344827
lift,2.2075664621676894,1.172329822176917,222710,449189,584.5406824146982,1178.97375328084,0.89501312335958,0.9767441860465116,0.7730061349693251,0.9793718691956999,0.863013698630137,126,215,3,37,0.9862385321100917,0.8531746031746031,0.013761467889908258,0.023255813953488372
lift,2.2075664621676894,1.244251897157096,222710,432708,584.5406824146982,1135.716535433071,0.9081364829396326,0.9705882352941176,0.8098159509202454,0.9795970056846963,0.882943143812709,132,214,4,31,0.981651376146789,0.8734693877551021,0.01834862385321101,0.029411764705882353
lift,2.2075664621676894,1.3161739721372747,222710,408609,584.5406824146982,1072.4645669291338,0.910761154855643,0.9640287769784173,0.8220858895705522,0.9797095739291946,0.8874172185430463,134,213,5,29,0.9770642201834863,0.8801652892561983,0.022935779816513763,0.03597122302158273
lift,2.2075664621676894,1.3880960471174537,222710,389942,584.5406824146982,1023.4698162729659,0.9133858267716536,0.9513888888888888,0.8404907975460123,0.9799628524793156,0.8925081433224755,137,211,7,26,0.9678899082568807,0.890295358649789,0.03211009174311927,0.04861111111111111
lift,2.2075664621676894,1.4600181220976327,222710,363417,584.5406824146982,953.8503937007874,0.9238845144356955,0.9407894736842105,0.8773006134969326,0.9801035627849384,0.9079365079365079,143,209,9,20,0.9587155963302753,0.9126637554585153,0.04128440366972477,0.05921052631578947
lift,2.2075664621676894,1.5319401970778115,222710,337567,584.5406824146982,886.002624671916,0.926509186351706,0.9299363057324841,0.8957055214723927,0.9802161310294365,0.9125,146,207,11,17,0.9495412844036697,0.9241071428571429,0.05045871559633028,0.07006369426751592
lift,2.2075664621676894,1.6038622720579905,222710,307612,584.5406824146982,807.3805774278215,0.9186351706036745,0.9024390243902439,0.9079754601226994,0.980638261946305,0.9051987767584098,148,202,16,15,0.926605504587156,0.9308755760368663,0.07339449541284404,0.0975609756097561
lift,2.2075664621676894,1.6757843470381695,222710,270170,584.5406824146982,709.1076115485564,0.9081364829396326,0.8636363636363636,0.9325153374233128,0.9799065683570664,0.8967551622418879,152,194,24,11,0.8899082568807339,0.9463414634146341,0.11009174311926606,0.13636363636363635
lift,2.2075664621676894,1.7477064220183485,222710,228460,584.5406824146982,599.6325459317585,0.9133858267716536,0.8651685393258427,0.9447852760736196,0.9793155850734507,0.9032258064516129,154,194,24,9,0.8899082568807339,0.9556650246305419,0.11009174311926606,0.1348314606741573
lift,2.337423312883436,1.100407747196738,194004,472540,509.1968503937008,1240.262467191601,0.8451443569553806,0.9814814814814815,0.6503067484662577,0.9771205043057354,0.7822878228782287,106,216,2,57,0.9908256880733946,0.7912087912087912,0.009174311926605505,0.018518518518518517
lift,2.337423312883436,1.172329822176917,194004,449189,509.1968503937008,1178.97375328084,0.8661417322834646,0.9827586206896551,0.6993865030674846,0.9775426352226038,0.8172043010752689,114,216,2,49,0.9908256880733946,0.8150943396226416,0.009174311926605505,0.017241379310344827
lift,2.337423312883436,1.244251897157096,194004,432708,509.1968503937008,1135.716535433071,0.8766404199475065,0.9754098360655737,0.7300613496932515,0.9778521978949738,0.8350877192982457,119,215,3,44,0.9862385321100917,0.8301158301158301,0.013761467889908258,0.02459016393442623
lift,2.337423312883436,1.3161739721372747,194004,408609,509.1968503937008,1072.4645669291338,0.8976377952755905,0.9696969696969697,0.7852760736196319,0.9783587549952159,0.8677966101694915,128,214,4,35,0.981651376146789,0.8594377510040161,0.01834862385321101,0.030303030303030304
lift,2.337423312883436,1.3880960471174537,194004,389942,509.1968503937008,1023.4698162729659,0.910761154855643,0.9708029197080292,0.8159509202453987,0.9789215962177069,0.8866666666666667,133,214,4,30,0.981651376146789,0.8770491803278688,0.01834862385321101,0.029197080291970802
lift,2.337423312883436,1.4600181220976327,194004,363417,509.1968503937008,953.8503937007874,0.9133858267716536,0.9577464788732394,0.8343558282208589,0.9793718691956999,0.8918032786885246,136,212,6,27,0.9724770642201835,0.8870292887029289,0.027522935779816515,0.04225352112676056
lift,2.337423312883436,1.5319401970778115,194004,337567,509.1968503937008,886.002624671916,0.9186351706036745,0.94,0.8650306748466258,0.9797095739291946,0.9009584664536742,141,209,9,22,0.9587155963302753,0.9047619047619048,0.04128440366972477,0.06
lift,2.337423312883436,1.6038622720579905,194004,307612,509.1968503937008,807.3805774278215,0.9212598425196851,0.9290322580645162,0.8834355828220859,0.9803286992739348,0.9056603773584906,144,207,11,19,0.9495412844036697,0.915929203539823,0.05045871559633028,0.07096774193548387
lift,2.337423312883436,1.6757843470381695,194004,270170,509.1968503937008,709.1076115485564,0.910761154855643,0.8771929824561403,0.9202453987730062,0.9794562953790736,0.8982035928143712,150,197,21,13,0.9036697247706422,0.9380952380952381,0.0963302752293578,0.12280701754385964
lift,2.337423312883436,1.7477064220183485,194004,228460,509.1968503937008,599.6325459317585,0.905511811023622,0.8670520231213873,0.9202453987730062,0.9788934541565825,0.8928571428571429,150,195,23,13,0.8944954128440367,0.9375,0.10550458715596331,0.1329479768786127
